Batch	Source Language	ID	Type	Text	English MT	Arabic MT	Annotator ID	Bias	Propaganda	Comments
B12	Arabic	13281	IAA	يواصل جنود الجيش الإسرائيلي تدريباتهم لتنفيذ عملية اجتياح بري لقطاع غزة، إثر هجوم حماس على الدولة العبرية أسفر عن مقتل 1400 شخص. ويخوض هؤلاء الجنود محاكاة في شوارع ضيقة وتفكيك المفخخات. ويقول ضباط في الجيش الإسرائيلي إنهم يعتمدون بشكل كبير على التكنولوجيا. تقرير يعرض جزءا من هذه التدريبات.	Israeli army soldiers continue their training to carry out a ground invasion of the Gaza Strip, following a Hamas attack on the Hebrew state that killed 1,400 people. These soldiers go through simulations in narrow streets and dismantle bombs. Israeli army officers say they rely heavily on technology. A report presenting part of these exercises.	يواصل جنود الجيش الإسرائيلي تدريباتهم لتنفيذ عملية اجتياح بري لقطاع غزة، إثر هجوم حماس على الدولة العبرية أسفر عن مقتل 1400 شخص. ويخوض هؤلاء الجنود محاكاة في شوارع ضيقة وتفكيك المفخخات. ويقول ضباط في الجيش الإسرائيلي إنهم يعتمدون بشكل كبير على التكنولوجيا. تقرير يعرض جزءا من هذه التدريبات.				
B12	Arabic	40875	IAA	آلاف الإسرائيليين يتظاهرون في تل أبيب، من بينهم محتجزون سابقون بقطاع غزة جرى إطلاق سراحهم، وعائلات آخرين، لمطالبة حكومتهم بالسعي لإعادة بقية المحتجزين لدى حركة حماس.	Thousands of Israelis are demonstrating in Tel Aviv, including former detainees in the Gaza Strip who were released, and the families of others, to demand that their government seek to return the rest of the detainees held by the Hamas movement.	آلاف الإسرائيليين يتظاهرون في تل أبيب، من بينهم محتجزون سابقون بقطاع غزة جرى إطلاق سراحهم، وعائلات آخرين، لمطالبة حكومتهم بالسعي لإعادة بقية المحتجزين لدى حركة حماس.				
B12	Arabic	41840	IAA	حركة حماس : تم الاتفاق مع الأشقاء في قطر ومصر على تمديد الهدنة الإنسانية المؤقتة لمد يومين إضافيين بنفس شروط الهدنة السابقة.	Hamas Movement: It was agreed with the brothers in Qatar and Egypt to extend the temporary humanitarian truce for an additional two days under the same conditions as the previous truce.	حركة حماس : تم الاتفاق مع الأشقاء في قطر ومصر على تمديد الهدنة الإنسانية المؤقتة لمد يومين إضافيين بنفس شروط الهدنة السابقة.				
B12	French	711	IAA	🔴 Guerre Israël-Hamas : suivez les débats à l'Assemblée nationale	🔴 Israel-Hamas war: follow the debates in the National Assembly	🔴 الحرب بين إسرائيل وحماس: تابع المناقشات في الجمعية الوطنية				
B12	French	827	IAA	Portraits de prisonniers libérés à l'occasion de la #trêve entre #Israël 🇮🇱 et le #Hamas ⤵️	Portraits of prisoners released during the #truce between #Israel 🇮🇱 and #Hamas ⤵️	صور الأسرى المفرج عنهم خلال #الهدنة بين #إسرائيل 🇮🇱 و #حماس ⤵️				
B12	French	1847	IAA	Des centaines de milliers d’enfants et de familles à Gaza sont pris dans une situation catastrophique. Après plusieurs jours de bombardements et la fermeture de l’ensemble des voies d’approvisionnement, les enfants et les familles à Gaza sont à court de nourriture, d’eau, d’électricité et de médicaments, et sont privés d’un accès sûr aux hôpitaux. L’UNICEF et ses partenaires sont sur le terrain dans la bande de Gaza, apportant une aide humanitaire immédiate. Mais les besoins sont considérables. Nous avons besoin d’une pause humanitaire immédiate afin d’assurer l’acheminement sans entrave et en toute sécurité des fournitures vitales aux enfants et aux familles dans le besoin.	Hundreds of thousands of children and families in Gaza are caught in a catastrophic situation. After days of bombardment and the closure of all supply routes, children and families in Gaza are running out of food, water, electricity and medicine, and are deprived of safe access to hospitals. UNICEF and its partners are on the ground in the Gaza Strip, providing immediate humanitarian assistance. But the needs are considerable. We need an immediate humanitarian pause to ensure the safe and unhindered delivery of vital supplies to children and families in need.	مئات الآلاف من الأطفال والأسر في غزة عالقون في وضع كارثي. وبعد أيام من القصف وإغلاق جميع طرق الإمداد، أصبح الغذاء والماء والكهرباء والدواء ينفد لدى الأطفال والأسر في غزة، وهم محرومون من الوصول الآمن إلى المستشفيات. وتتواجد اليونيسف وشركاؤها على الأرض في قطاع غزة، ويقدمون المساعدات الإنسانية الفورية. لكن الاحتياجات كبيرة. نحن بحاجة إلى هدنة إنسانية فورية لضمان التوصيل الآمن ودون عوائق للإمدادات الحيوية للأطفال والأسر المحتاجة.				
B12	French	1904	IAA	C’est le constat que dresse une étude menée par des chercheurs britanniques et américains de l’université de Lancaster et de la Queen Mary University of London. La quasi-totalité, soit 99% de ces émissions de CO2, est attribuée à l’armée israélienne, entre ses bombardements incessants et l’invasion terrestre de la bande de Gaza. Cette étude est la première du genre à évaluer le coût environnemental de l’actuelle guerre à Gaza. Pour autant, ses auteurs affirment que leurs chiffres sont largement sous-estimés, l’ensemble de la chaîne d’approvisionnement de la guerre n’étant pas prise en compte.	This is the finding of a study carried out by British and American researchers from Lancaster University and Queen Mary University of London. Almost all, or 99% of these CO2 emissions, are attributed to the Israeli army, between its incessant bombings and the ground invasion of the Gaza Strip. This study is the first of its kind to assess the environmental cost of the current war in Gaza. However, its authors claim that their figures are largely underestimated, with the entire war supply chain not being taken into account.	هذه هي نتيجة دراسة أجراها باحثون بريطانيون وأمريكيون من جامعة لانكستر وجامعة كوين ماري في لندن. وتُعزى جميع انبعاثات ثاني أكسيد الكربون هذه تقريبًا، أو 99% منها، إلى الجيش الإسرائيلي، بين قصفه المتواصل والغزو البري لقطاع غزة. هذه الدراسة هي الأولى من نوعها لتقييم التكلفة البيئية للحرب الحالية في غزة. ومع ذلك، يدعي مؤلفوها أن أرقامهم تم التقليل من شأنها إلى حد كبير، مع عدم أخذ سلسلة الإمداد الحربية بأكملها في الاعتبار.				
B12	French	2859	IAA	10 nouveaux otages israéliens et 2 thaïlandais sont libérés ce soir par le Hamas. Ils sont arrivés en Israël et vont retrouver leurs proches. Gabriela Leinmberg, 59 ans Mia Leimberg, 17 ans Clara Arman, 63 ans Tamar Metzger, 78 ans Ditza Heiman, 84 ans Merav Tal, 53 ans Rimon Kirsht, 36 ans Ofelia Roitman, 77 ans Ada Sagi, 75 ans Noralin Babadilla, 60 ans La mobilisation continue jusqu’à la libération du dernier otage. #BringThemHomeNow #BringThemBackNow #Ramenonslesalamaison	10 new Israeli hostages and 2 Thais are released this evening by Hamas. They have arrived in Israel and will reunite with their loved ones. Gabriela Leinmberg, 59 years old Mia Leimberg, 17 years old Clara Arman, 63 years old Tamar Metzger, 78 years old Ditza Heiman, 84 years old Merav Tal, 53 years old Rimon Kirsht, 36 years old Ofelia Roitman, 77 years old Ada Sagi, 75 years old Noralin Babadilla, 60 years old The mobilization continues until the release of the last hostage. #BringThemHomeNow #BringThemBackNow #BringThemHomeNow	أفرجت حماس مساء اليوم عن 10 رهائن إسرائيليين جدد وتايلانديين اثنين. لقد وصلوا إلى إسرائيل وسوف يجتمعون مع أحبائهم. غابرييلا لينمبرغ، 59 عامًا ميا ليمبرغ، 17 عامًا كلارا أرمان، 63 عامًا تامار ميتزجر، 78 عامًا ديتزا هايمان، 84 عامًا ميراف تال، 53 عامًا ريمون كيرشت، 36 عامًا أوفيليا رويتمان، 77 عامًا أدا ساجي نورالين باباديلا 75 سنة 60 سنة التعبئة مستمرة حتى إطلاق سراح آخر رهينة. #BringThemHomeNow #BringThemBackNow #BringThemHomeNow				
B12	French	2895	IAA	«C'est l'anarchie totale»: à Gaza, malgré la trêve, la catastrophe humanitaire continue ⬇️ Depuis l’accord de trêve, l’aide humanitaire a pu rentrer plus régulièrement. Mais « le volume d'aide qui parvient aux Palestiniens à #Gaza est toujours totalement insuffisant », a dénoncé mercredi le secrétaire général de l'#ONU Antonio Guterres et la population vit « une catastrophe humanitaire monumentale ». #Reportage à lire ici ➡️ https://rfi.my/A8x0.f:=:https://www.rfi.fr/fr/moyen-orient/20231130-c-est-l-anarchie-totale-%C3%A0-gaza-malgr%C3%A9-la-tr%C3%AAve-la-catastrophe-humanitaire-continue	“It’s total anarchy”: in Gaza, despite the truce, the humanitarian catastrophe continues ⬇️ Since the truce agreement, humanitarian aid has been able to arrive more regularly. But “the volume of aid reaching the Palestinians in #Gaza is still totally insufficient”, denounced the Secretary General of the #UN Antonio Guterres on Wednesday and the population is experiencing “a monumental humanitarian catastrophe”. #Report to read here ➡️ https://rfi.my/A8x0.f:=:https://www.rfi.fr/fr/moyen-orient/20231130-c-est-l-anarchie-totale-%C3 %A0-gaza-malgr%C3%A9-la-tr%C3%AAve-the-continuous-humanitarian-catastrophe	"إنها فوضى عارمة": في غزة، على الرغم من الهدنة، تستمر الكارثة الإنسانية ⬇️ منذ اتفاق الهدنة، تمكنت المساعدات الإنسانية من الوصول بشكل أكثر انتظامًا. لكن "حجم المساعدات التي تصل إلى الفلسطينيين في #غزة لا يزال غير كاف على الإطلاق"، استنكر الأمين العام للأمم المتحدة أنطونيو غوتيريش يوم الأربعاء أن السكان يعانون من "كارثة إنسانية هائلة". #التقرير للقراءة هنا ➡️ https://rfi.my/A8x0.f:=:https://www.rfi.fr/fr/moyen-orient/20231130-c-est-l-anarchie-totale-%C3 %A0-غزة-مالغر%C3%A9-la-tr%C3%AAهيا-الكارثة الإنسانية المستمرة				
B12	French	2907	IAA	Wilson Fache a dédié son prix Albert Londres aux reporters qui ont perdu la vie à Gaza. Il raconte les coulisses de son métier.	Wilson Fache dedicated his Albert Londres Prize to the reporters who lost their lives in Gaza. He tells the story behind the scenes of his job.	أهدى ويلسون فاش جائزة ألبرت لوندر للصحافيين الذين فقدوا أرواحهم في غزة. يروي القصة وراء كواليس وظيفته.				
B12	French	2913	IAA	Les #ÉtatsUnis 🇺🇸 sont "à la fois l'allié incontournable d'#Israël 🇮🇱 depuis le début de la guerre" avec le #Hamas, mais aussi "la seule puissance internationale capable de gérer cette crise", analyse Jean-Loup Samaan, chercheur associé à l'#IFRI. Il revenait sur la position de #Washington dans le conflit en cours et sur sa possibilité de maintenir cette position à l'avenir	The #UnitedStates 🇺🇸 are “both the essential ally of #Israel 🇮🇱 since the start of the war” with #Hamas, but also “the only international power capable of managing this crisis”, analyzes Jean-Loup Samaan, associate researcher at #IFRI. He returned to #Washington's position in the current conflict and its possibility of maintaining this position in the future	الولايات المتحدة 🇺🇸 هي "الحليف الأساسي لإسرائيل 🇮🇱 منذ بداية الحرب" مع حماس، ولكنها أيضًا "القوة الدولية الوحيدة القادرة على إدارة هذه الأزمة"، كما يحلل جان لوب سمعان، الباحث المشارك في #IFRI. وعاد إلى موقف #واشنطن في الصراع الحالي وإمكانية الحفاظ على هذا الموقف في المستقبل				
B12	French	2963	IAA	Depuis les attaques du Hamas le 7 octobre et la guerre avec Israël, le nombre de Palestiniens en détention administrative explose. Cette mesure d'urgence permet d'incarcérer sans inculpation ni procès pendant une période illimitée. À Naplouse, la famille Muna est sans nouvelles de Mohammed, interpellé il y a plus de six mois.	Since the Hamas attacks on October 7 and the war with Israel, the number of Palestinians in administrative detention has exploded. This emergency measure allows for incarceration without charge or trial for an unlimited period. In Nablus, the Muna family has no news of Mohammed, arrested more than six months ago.	منذ هجمات حماس في 7 أكتوبر/تشرين الأول والحرب مع إسرائيل، ارتفع عدد الفلسطينيين المحتجزين إداريا بشكل كبير. ويسمح هذا الإجراء الطارئ بالسجن دون تهمة أو محاكمة لفترة غير محدودة. وفي نابلس، انقطعت أخبار عائلة منى عن محمد المعتقل منذ أكثر من ستة أشهر.				
